T	m_ref	dm_ref	m_mcx	dm_mcx
10.0	0.04550603141436076	0.00033009764182585836	0.04563973550609278	0.0027248700168331563
5.179474679231212	0.05072939724654292	0.00037129367441987956	0.05059884357823661	0.003083240169692701
2.682695795279726	0.07098926527847217	0.0008836128161102749	0.06827271316338555	0.004176120205036393
1.3894954943731377	0.4298242209581824	0.005933224303075569	0.4415056335769021	0.008328956133280534
0.719685673001152	0.8117460837425118	0.0012907050474093515	0.8114545778247836	0.001840464761046757
0.372759372031494	0.9098648145429292	0.0006943830617436704	0.9097631327052746	0.0007908754767197816
0.19306977288832505	0.9554740704620287	0.00024647962295229757	0.9544470668299395	0.0003428727065187178
0.1	0.9771103719292574	0.0001951190706325762	0.9776466637223719	0.00017457139988614006
