s2	iter1	iter2	iter3	iter4	iter5	iter6	iter7	iter8	iter9	iter10	iter11	iter12	iter13	iter14	iter15	iter16	iter17	iter18	iter19	iter20
43.0	0.0	0.0	0.0	0.0	4468.0	40186.0	35319.0	31148.0	27368.0	21401.0	20593.0	21963.0	18668.0	17769.0	13596.0	13427.0	13223.0	15176.0	14384.0	13092.0
44.0	0.0	0.0	0.0	9.0	16223.0	42434.0	35862.0	31530.0	26782.0	22310.0	20944.0	21295.0	18724.0	17990.0	13739.0	14272.0	13186.0	15117.0	14637.0	12402.0
45.0	0.0	0.0	0.0	86.0	34037.0	42659.0	35478.0	31486.0	26537.0	23198.0	22895.0	21174.0	18767.0	18139.0	14171.0	14118.0	13355.0	15236.0	14485.0	11707.0
46.0	0.0	0.0	0.0	411.0	36050.0	43246.0	34411.0	32355.0	25348.0	23737.0	22800.0	20811.0	19742.0	18939.0	13452.0	14633.0	13417.0	15238.0	14152.0	11524.0
47.0	0.0	0.0	0.0	3180.0	41498.0	42844.0	34802.0	32618.0	25525.0	24770.0	22337.0	21059.0	19688.0	18154.0	13612.0	14911.0	13276.0	15580.0	14480.0	12446.0
48.0	0.0	0.0	42.0	15815.0	42555.0	41921.0	34697.0	32189.0	25878.0	25523.0	21746.0	20846.0	19276.0	17974.0	14306.0	15179.0	13639.0	15977.0	14993.0	12341.0
49.0	0.0	0.0	153.0	40732.0	43492.0	42850.0	33080.0	32227.0	26111.0	25780.0	21230.0	20447.0	20175.0	17526.0	14590.0	14918.0	13066.0	16610.0	14872.0	12855.0
50.0	0.0	0.0	823.0	54369.0	45556.0	43301.0	33154.0	31132.0	26700.0	24890.0	21339.0	20894.0	19578.0	17950.0	14939.0	14676.0	12375.0	16178.0	15328.0	12805.0
51.0	0.0	54.0	6020.0	56939.0	46893.0	42924.0	32347.0	31632.0	26621.0	24041.0	21483.0	21854.0	19010.0	17046.0	14717.0	14135.0	13369.0	15218.0	15495.0	12544.0
52.0	0.0	65.0	22497.0	57527.0	47026.0	42819.0	33061.0	30958.0	25948.0	25649.0	20260.0	21884.0	18941.0	17708.0	14362.0	14406.0	13274.0	15222.0	14612.0	13372.0
53.0	0.0	330.0	53689.0	59127.0	48769.0	41842.0	34594.0	31591.0	26005.0	26013.0	20184.0	21969.0	18488.0	18311.0	14786.0	14646.0	14034.0	15622.0	15074.0	13443.0
54.0	0.0	1148.0	71251.0	59577.0	50054.0	41774.0	35026.0	31829.0	25216.0	26934.0	21353.0	22707.0	18633.0	18726.0	15279.0	14990.0	14762.0	16083.0	15240.0	15012.0
55.0	0.0	7655.0	86433.0	60499.0	50786.0	41755.0	36098.0	32254.0	24944.0	28820.0	21807.0	22601.0	18670.0	19177.0	14709.0	15683.0	15336.0	16177.0	15921.0	15419.0
56.0	34.0	36982.0	81826.0	64742.0	53986.0	42042.0	33709.0	32359.0	25304.0	29846.0	22127.0	22894.0	18781.0	20243.0	14516.0	16579.0	15267.0	16879.0	16480.0	15769.0
57.0	60.0	109161.0	79930.0	67018.0	55483.0	43989.0	34381.0	34956.0	26275.0	31169.0	22314.0	25046.0	18791.0	20553.0	15803.0	17470.0	16141.0	17267.0	17152.0	17440.0
58.0	284.0	149383.0	79206.0	67595.0	57185.0	44784.0	35310.0	32657.0	28114.0	33033.0	23163.0	26002.0	20261.0	21896.0	17259.0	18633.0	17014.0	17884.0	18868.0	18790.0
59.0	2109.0	132492.0	83826.0	67655.0	55790.0	45216.0	39272.0	33430.0	29995.0	35225.0	23645.0	28582.0	22514.0	22765.0	17978.0	20521.0	18605.0	19834.0	21179.0	18999.0
60.0	11543.0	112028.0	86609.0	65770.0	57977.0	45492.0	41359.0	36205.0	31831.0	39004.0	24284.0	32150.0	23171.0	24897.0	21956.0	23522.0	20664.0	19656.0	25291.0	19253.0
61.0	41324.0	109692.0	90442.0	69902.0	61077.0	45276.0	44435.0	38685.0	34707.0	39925.0	25137.0	34172.0	24932.0	26121.0	23966.0	26646.0	23582.0	19887.0	26070.0	21422.0
62.0	142940.0	116553.0	93042.0	69833.0	62662.0	45494.0	44827.0	39586.0	38352.0	42944.0	29699.0	35054.0	24159.0	25255.0	24135.0	27333.0	24258.0	20431.0	25233.0	23304.0
63.0	340090.0	128201.0	96080.0	69752.0	55354.0	40185.0	41720.0	37141.0	34782.0	39073.0	24812.0	28314.0	19052.0	22516.0	17032.0	19807.0	20032.0	16427.0	20367.0	16118.0
64.0	461616.0	96256.0	68131.0	49462.0	32374.0	21308.0	22882.0	19531.0	17434.0	19136.0	15533.0	12372.0	8702.0	8948.0	8667.0	8499.0	9789.0	5335.0	10252.0	8065.0
