beta	gamma
1.4862583708535246	0.39415143686713033
1.4862583708535246	0.39415143686713033
1.5004881424403602	0.39161723663107295
1.5004881424403602	0.39161723663107295
1.5152079538511243	0.4042798033907047
1.5152079538511243	0.4042798033907047
1.5152079538511243	0.4042798033907047
1.5210250660982885	0.39434623506466027
1.5210250660982885	0.39434623506466027
1.5093378227780339	0.3833230072507329
1.5093378227780339	0.3833230072507329
1.5093378227780339	0.3833230072507329
1.5072629356395317	0.3848617214888173
1.5072629356395317	0.3848617214888173
1.5072629356395317	0.3848617214888173
1.5072629356395317	0.3848617214888173
1.5072629356395317	0.3848617214888173
1.5138778674408195	0.40119090242121536
1.5138778674408195	0.40119090242121536
1.5138778674408195	0.40119090242121536
1.5138778674408195	0.40119090242121536
1.5138778674408195	0.40119090242121536
1.5138778674408195	0.40119090242121536
1.4870210030063646	0.39501761920029527
1.4972534571020824	0.3882259109079722
1.4972534571020824	0.3882259109079722
1.4987246614569347	0.39437057795490205
1.4987246614569347	0.39437057795490205
1.4987246614569347	0.39437057795490205
1.4987246614569347	0.39437057795490205
1.4987246614569347	0.39437057795490205
1.4987246614569347	0.39437057795490205
1.4987246614569347	0.39437057795490205
1.5026520308055868	0.4012915555549059
1.5026520308055868	0.4012915555549059
1.5026520308055868	0.4012915555549059
1.5026520308055868	0.4012915555549059
1.5026520308055868	0.4012915555549059
1.5026520308055868	0.4012915555549059
1.5026520308055868	0.4012915555549059
1.5026520308055868	0.4012915555549059
1.5001525167346197	0.4018602590145505
1.5056030153233526	0.38707011926475393
1.5171008267275168	0.38904393612111227
1.5171008267275168	0.38904393612111227
1.5171008267275168	0.38904393612111227
1.5171008267275168	0.38904393612111227
1.4957300913428424	0.38992675349957234
1.4957300913428424	0.38992675349957234
1.513178510709619	0.3914386949704911
1.513178510709619	0.3914386949704911
1.513178510709619	0.3914386949704911
1.513178510709619	0.3914386949704911
1.5130712898458716	0.3871321806534327
1.5130712898458716	0.3871321806534327
1.5130712898458716	0.3871321806534327
1.5130712898458716	0.3871321806534327
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.500682282727588	0.3921399511049648
1.5066879520816643	0.4004622219261423
1.5066879520816643	0.4004622219261423
1.5066879520816643	0.4004622219261423
1.5066879520816643	0.4004622219261423
1.5066879520816643	0.4004622219261423
1.5066879520816643	0.4004622219261423
1.5066879520816643	0.4004622219261423
1.5066879520816643	0.4004622219261423
1.5084016640996638	0.3975864311265817
1.5084016640996638	0.3975864311265817
1.5084016640996638	0.3975864311265817
1.5084016640996638	0.3975864311265817
1.513728299901356	0.40146086851561225
1.513728299901356	0.40146086851561225
1.513728299901356	0.40146086851561225
1.513728299901356	0.40146086851561225
1.513728299901356	0.40146086851561225
1.513728299901356	0.40146086851561225
1.513728299901356	0.40146086851561225
1.513728299901356	0.40146086851561225
1.513728299901356	0.40146086851561225
1.5117344828313635	0.3984662255997369
1.5117344828313635	0.3984662255997369
1.5117344828313635	0.3984662255997369
1.5140803857194383	0.3893183298405392
1.4912331505870207	0.39501560987213574
1.4787508984376239	0.39246430071855437
1.4862113934578878	0.3986060308310404
1.4862113934578878	0.3986060308310404
1.4862113934578878	0.3986060308310404
1.4862113934578878	0.3986060308310404
1.4862113934578878	0.3986060308310404
1.4862113934578878	0.3986060308310404
1.4862113934578878	0.3986060308310404
1.4862113934578878	0.3986060308310404
1.4862113934578878	0.3986060308310404
1.4896185842019531	0.39160528249504906
1.4896185842019531	0.39160528249504906
1.4896185842019531	0.39160528249504906
1.4896185842019531	0.39160528249504906
1.4950308998471893	0.39748566868731294
1.4950308998471893	0.39748566868731294
1.4950308998471893	0.39748566868731294
1.4999171485982097	0.40451540720684204
1.4998891425062375	0.3933365528310251
1.4998891425062375	0.3933365528310251
1.4998891425062375	0.3933365528310251
1.4998891425062375	0.3933365528310251
1.4998891425062375	0.3933365528310251
1.4998891425062375	0.3933365528310251
1.4998891425062375	0.3933365528310251
1.4998891425062375	0.3933365528310251
1.5119153688114266	0.38730544519863125
1.5119153688114266	0.38730544519863125
1.5119153688114266	0.38730544519863125
1.5119153688114266	0.38730544519863125
1.5084471614754937	0.37964849154027674
1.5084471614754937	0.37964849154027674
1.515970368612107	0.3997740442147642
1.515970368612107	0.3997740442147642
1.5003494160221162	0.40284370137251246
1.5003494160221162	0.40284370137251246
1.5025866705369495	0.392433832170321
1.5025866705369495	0.392433832170321
1.5025866705369495	0.392433832170321
1.5025866705369495	0.392433832170321
1.5025866705369495	0.392433832170321
1.5025866705369495	0.392433832170321
1.5025866705369495	0.392433832170321
1.519034642000522	0.3946887950173794
1.5257858640235715	0.39420592098048923
1.5257858640235715	0.39420592098048923
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5117886023251572	0.38845740622393404
1.5197907029622115	0.3876836286328192
1.5197907029622115	0.3876836286328192
1.4993924773826277	0.4020723361677265
1.4993924773826277	0.4020723361677265
1.4993924773826277	0.4020723361677265
1.4993924773826277	0.4020723361677265
1.5253918369403423	0.3864631482952176
1.522044748931391	0.3891716966180926
1.4843955702727596	0.3961524022286467
1.4843955702727596	0.3961524022286467
1.508749813756817	0.3995672060974859
1.509963075771373	0.3936308062067946
1.509963075771373	0.3936308062067946
1.509963075771373	0.3936308062067946
1.509963075771373	0.3936308062067946
1.509963075771373	0.3936308062067946
1.509963075771373	0.3936308062067946
1.4943099314237063	0.39592460054524714
1.4943099314237063	0.39592460054524714
1.4943099314237063	0.39592460054524714
1.4943099314237063	0.39592460054524714
1.4943099314237063	0.39592460054524714
1.4943099314237063	0.39592460054524714
1.493196499843639	0.3984840877281872
1.493196499843639	0.3984840877281872
1.493196499843639	0.3984840877281872
1.5090243239678525	0.38919901972186616
1.5090243239678525	0.38919901972186616
1.5090243239678525	0.38919901972186616
1.5090243239678525	0.38919901972186616
1.5286430376748978	0.39385013912547334
1.509930817112775	0.4039501699494607
1.509930817112775	0.4039501699494607
1.509930817112775	0.4039501699494607
1.509930817112775	0.4039501699494607
1.5166052679947137	0.3878112664004044
1.5166052679947137	0.3878112664004044
1.5166052679947137	0.3878112664004044
1.5166052679947137	0.3878112664004044
1.5002911028702313	0.3972902523101714
1.5002911028702313	0.3972902523101714
1.5002911028702313	0.3972902523101714
1.5002911028702313	0.3972902523101714
1.5002911028702313	0.3972902523101714
1.524173828738899	0.39586535435997483
1.524173828738899	0.39586535435997483
1.524173828738899	0.39586535435997483
1.524173828738899	0.39586535435997483
1.492113351902283	0.3922825416101585
1.4998312079781873	0.40079212487375904
1.4998312079781873	0.40079212487375904
1.4998312079781873	0.40079212487375904
1.4998312079781873	0.40079212487375904
1.4998312079781873	0.40079212487375904
1.4998312079781873	0.40079212487375904
1.4907336057230938	0.38965411717399234
1.4976018206575639	0.39549519650231146
1.4976018206575639	0.39549519650231146
1.4976018206575639	0.39549519650231146
1.4976018206575639	0.39549519650231146
1.5004185291938519	0.40032203666542393
1.5031920646590515	0.3975940937662905
1.5024697971624017	0.39864231300696185
1.5024697971624017	0.39864231300696185
1.5024697971624017	0.39864231300696185
1.5024697971624017	0.39864231300696185
1.5024697971624017	0.39864231300696185
1.5024697971624017	0.39864231300696185
1.5024697971624017	0.39864231300696185
1.508904324932288	0.3994882769300186
1.508904324932288	0.3994882769300186
1.508904324932288	0.3994882769300186
1.508904324932288	0.3994882769300186
1.508904324932288	0.3994882769300186
1.5127266591191524	0.3962853083977432
1.5127266591191524	0.3962853083977432
1.5127266591191524	0.3962853083977432
1.5127266591191524	0.3962853083977432
1.5127266591191524	0.3962853083977432
1.5163857859112264	0.4005144172134947
1.5163857859112264	0.4005144172134947
1.5163857859112264	0.4005144172134947
1.5163857859112264	0.4005144172134947
1.5077558499294845	0.3854484498911201
1.5077558499294845	0.3854484498911201
1.5077558499294845	0.3854484498911201
1.5077558499294845	0.3854484498911201
1.5077558499294845	0.3854484498911201
1.5183826267217337	0.40033221802755653
1.4978194686012867	0.3896822283626161
1.4978194686012867	0.3896822283626161
1.4978194686012867	0.3896822283626161
1.515496020727871	0.3891734627369016
1.515496020727871	0.3891734627369016
1.515496020727871	0.3891734627369016
1.515496020727871	0.3891734627369016
1.4964625987556126	0.39688097872371836
1.4964625987556126	0.39688097872371836
1.4964625987556126	0.39688097872371836
1.5167302819294177	0.3975298591260641
1.5167302819294177	0.3975298591260641
1.508167770581709	0.40430224477356974
1.508167770581709	0.40430224477356974
1.508167770581709	0.40430224477356974
1.5044890907277764	0.3910175284274885
1.5044890907277764	0.3910175284274885
1.5044890907277764	0.3910175284274885
1.5044890907277764	0.3910175284274885
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.5085107405158953	0.39618295014388916
1.4951929465393499	0.3936057947051564
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.508939200853031	0.40465973774147734
1.4936814795641653	0.40189426135021505
1.4936814795641653	0.40189426135021505
1.4936814795641653	0.40189426135021505
1.5099495578113418	0.4015319480955191
1.521851125575282	0.4021951989979109
1.5124584308311406	0.3991523477428299
1.5124584308311406	0.3991523477428299
1.5124584308311406	0.3991523477428299
1.5124584308311406	0.3991523477428299
1.5109382392262236	0.3893868797274614
1.5109382392262236	0.3893868797274614
1.5109382392262236	0.3893868797274614
1.5109382392262236	0.3893868797274614
1.5109382392262236	0.3893868797274614
1.5109382392262236	0.3893868797274614
1.5109382392262236	0.3893868797274614
1.5109382392262236	0.3893868797274614
1.518380371596744	0.39402998718971005
1.518380371596744	0.39402998718971005
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5004835416447724	0.39714173148413506
1.5150359984980104	0.3939615792559852
1.4984552547864254	0.4014799994985857
1.4984552547864254	0.4014799994985857
1.4984552547864254	0.4014799994985857
1.4984552547864254	0.4014799994985857
1.4984552547864254	0.4014799994985857
1.4984552547864254	0.4014799994985857
1.4984552547864254	0.4014799994985857
1.4984552547864254	0.4014799994985857
1.5186373280194396	0.39896239129780225
1.5186373280194396	0.39896239129780225
1.5186373280194396	0.39896239129780225
1.5186373280194396	0.39896239129780225
1.5186373280194396	0.39896239129780225
1.5186373280194396	0.39896239129780225
1.4973504058785283	0.39704897753203583
1.4973504058785283	0.39704897753203583
1.509475189633272	0.390279386807425
1.509475189633272	0.390279386807425
1.509475189633272	0.390279386807425
1.509475189633272	0.390279386807425
1.509475189633272	0.390279386807425
1.509475189633272	0.390279386807425
1.509475189633272	0.390279386807425
1.509475189633272	0.390279386807425
1.509475189633272	0.390279386807425
1.509475189633272	0.390279386807425
1.4878206123891757	0.389378609747659
1.4878206123891757	0.389378609747659
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5080757024903635	0.3966410351136862
1.5305141686005364	0.3863040296314418
1.5305141686005364	0.3863040296314418
1.5305141686005364	0.3863040296314418
1.5000137874193145	0.39570445911879715
1.5000137874193145	0.39570445911879715
1.5000137874193145	0.39570445911879715
1.5000137874193145	0.39570445911879715
1.5061289411272947	0.3953466684496661
1.5061289411272947	0.3953466684496661
1.5061289411272947	0.3953466684496661
1.5061289411272947	0.3953466684496661
1.5061289411272947	0.3953466684496661
1.5061289411272947	0.3953466684496661
1.5061289411272947	0.3953466684496661
1.4956207086226312	0.3900941516828102
1.4956207086226312	0.3900941516828102
1.4956207086226312	0.3900941516828102
1.4956207086226312	0.3900941516828102
1.4956207086226312	0.3900941516828102
1.497801107052737	0.40010921314887304
1.5193224117149935	0.3854183682612227
1.5193224117149935	0.3854183682612227
1.5193224117149935	0.3854183682612227
1.5193224117149935	0.3854183682612227
1.5193224117149935	0.3854183682612227
1.5193224117149935	0.3854183682612227
1.5301843369096417	0.38914505534136457
1.5301843369096417	0.38914505534136457
1.4905246917702804	0.38861575072919813
1.4905246917702804	0.38861575072919813
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.488069192171358	0.39488269583016056
1.4945872480433735	0.39329387440344865
1.4945872480433735	0.39329387440344865
1.4992367171150827	0.39201286952645875
1.5182036244081876	0.39059657221062444
1.5182036244081876	0.39059657221062444
1.5182036244081876	0.39059657221062444
1.5182036244081876	0.39059657221062444
1.5182036244081876	0.39059657221062444
1.5182036244081876	0.39059657221062444
1.5182036244081876	0.39059657221062444
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5183541967340501	0.39759163484648113
1.5022414928255359	0.39612400883663235
1.5022414928255359	0.39612400883663235
1.5022414928255359	0.39612400883663235
1.5022414928255359	0.39612400883663235
1.5022414928255359	0.39612400883663235
1.5022414928255359	0.39612400883663235
1.5022414928255359	0.39612400883663235
1.5022414928255359	0.39612400883663235
1.5067453745289163	0.40296909901506006
1.5067453745289163	0.40296909901506006
1.5067453745289163	0.40296909901506006
1.5067453745289163	0.40296909901506006
1.5067453745289163	0.40296909901506006
1.5067453745289163	0.40296909901506006
1.5067453745289163	0.40296909901506006
1.5067453745289163	0.40296909901506006
