step	xT_b0.0	xT_b3.0	xT_b6.0
33.0	-0.3047080540753183	-3.2829404349616667	-6.17252660643931
34.0	0.5015536398364648	-3.7504515398166407	-6.654797601384061
35.0	0.7255017904340066	-3.683947972512065	-6.508358903860752
36.0	-0.12891937854328928	-3.5781375505767734	-6.481910311800181
37.0	0.07975471448621063	-3.01566506540327	-6.3024898689100715
38.0	0.598380740257886	-3.4851106900247273	-6.207927211660954
39.0	0.4861890993200585	-3.140539658572079	-5.961915583251808
40.0	1.8163084909247744	-2.9966391799550136	-5.930256213875427
41.0	1.5384246182736938	-2.9628014509349447	-5.856247210387524
42.0	1.0797148072727953	-2.493150236653171	-5.6014364049427785
43.0	0.4918908812112114	-2.581155984490638	-5.847665612918826
44.0	1.2100009630594804	-3.347993172240033	-5.813435343127512
45.0	-0.17969355218993605	-4.021679643076631	-6.130523836701021
46.0	0.2750678703598426	-4.442987912410347	-6.613581896721143
47.0	0.7387929304480655	-3.495119676842419	-6.4755320226427475
48.0	0.9107982248018496	-4.161098489134183	-6.604488905350299
49.0	0.12039527503946945	-3.968272963098091	-6.494863307781131
50.0	-0.29071801344555326	-3.9705111739848604	-6.410824725819832
51.0	1.0582914985470746	-3.558628421286377	-6.269143290527295
52.0	0.8677174244912043	-4.5013718413286385	-6.073545046212276
53.0	0.3944750214428666	-4.241215250336847	-5.722349475139601
54.0	0.703704392958899	-3.1705980028769445	-5.859098291246264
55.0	0.935300720232345	-2.4898285103502973	-6.00584736132654
56.0	0.2732186217092142	-2.205334031000231	-5.997007000846475
57.0	0.2284369736048699	-2.404047457387025	-6.274916569507847
58.0	-0.01602244226968602	-2.4905949057455774	-6.2136189339329695
59.0	-0.43031885222993727	-2.9161617153061785	-6.45673972425901
60.0	0.4787171284028485	-4.493390003107827	-6.401982254595376
61.0	0.04943062321558739	-4.872915916750435	-6.1095127309963
62.0	-0.07722479357084272	-3.899634767476989	-6.641105034262536
63.0	0.4636276671922769	-4.523188976310474	-6.35070433839824
64.0	0.6462731267891993	-3.9001738269620225	-6.347295742579483
65.0	1.7560683143618463	-3.3665538293846	-6.373081437678483
66.0	0.8747950443382699	-2.7259594710513495	-5.828729333435843
67.0	1.296126128764144	-2.7952408373413546	-5.300135855236009
68.0	0.1314708048222507	-3.860371761197757	-5.044371689999555
69.0	0.1958600334835403	-3.221586934045577	-6.068008585867756
70.0	-0.2914769100555272	-2.0730848544019316	-5.8908063516571305
71.0	-0.11844238923236455	-2.551444136234002	-5.365809264437644
72.0	-0.10236330019763296	-2.4538365583770916	-5.5029715840492806
73.0	0.214853308969431	-2.730516242983657	-5.160774027895769
74.0	-0.5265898744570978	-3.622452542669434	-5.14288079892111
75.0	1.068638990394322	-4.149670434573343	-5.531476389304126
76.0	1.544235224863262	-4.363605817136348	-5.867206961658409
77.0	0.4076331823168472	-4.081283819244565	-5.918534654778244
78.0	0.6928970093517856	-3.894224689633101	-5.922978686280497
79.0	-0.05201971800069699	-3.284086538089922	-6.255012960386018
80.0	0.6983352706407703	-3.224934155019063	-6.518452035035964
81.0	1.1904579772211188	-4.5756390955849975	-6.44089448572008
82.0	-0.5864363906690272	-4.301398305665103	-6.12541957665792
83.0	-0.40035156822322226	-3.4799148022889925	-6.21590975064917
84.0	-0.1145506605909211	-2.91020426697899	-5.711547323982613
85.0	-1.73375229143047	-2.5615924105285544	-5.578622842842327
86.0	-1.3516243945148374	-2.996542301305121	-5.571216353828918
87.0	-0.7586993600482328	-2.666774131722212	-5.22141655039429
88.0	-0.733919012745464	-2.898782113116281	-5.577077683905459
89.0	-0.3181139976507261	-2.967144916759079	-6.3966595324473685
90.0	-0.33004447833998024	-3.2956539453266487	-6.277996000372219
91.0	-0.5038219718051546	-2.5254799032362985	-6.485524322640846
92.0	0.0630260554335641	-2.093070931961223	-6.650741153862915
93.0	0.28747845486006984	-2.618797591988357	-6.066342233839821
94.0	0.6395337174133335	-2.8716786884141325	-5.655959947368252
95.0	0.48928811960524937	-3.4460135977919184	-6.047225185129749
96.0	0.3199367835805072	-3.479775567899693	-6.272039597432592
97.0	0.653368373620564	-3.1608615064259453	-6.31088437388024
98.0	0.19680508427357646	-3.241168639612664	-5.955936438427415
99.0	0.20691575657493871	-3.596620274205873	-6.11976785250961
100.0	-0.8672107576146518	-4.142947881682333	-6.254867803090716
101.0	-1.361318374063194	-3.8288770000718766	-6.21324454296478
102.0	-0.7986061039954228	-3.6087225063325508	-5.700634327170193
103.0	-1.5909554038151714	-3.2674961760010643	-5.879246477307417
104.0	-0.4608951231075916	-3.663219245994174	-6.389988185258351
105.0	0.06988919047208597	-2.6492366767001134	-5.563007560595944
106.0	0.41826197817030153	-2.2240133796368307	-5.802533116268782
107.0	-0.7626202801006932	-2.6253900204493807	-6.115832332396797
108.0	-1.1967936647429374	-3.3190378783445924	-5.955294097770537
109.0	-1.812500762295233	-3.476770438697071	-5.563400750556892
110.0	-2.6020768161428163	-3.904996447566597	-5.888742671934544
111.0	-2.6190605930754605	-3.960886011319838	-6.065809424471061
112.0	-2.7813064565643417	-3.494908473340894	-5.9867336128958515
113.0	-3.091918014750547	-3.8820966474061063	-5.896396446223132
114.0	-2.4640984023040433	-3.3763604943390453	-5.167626584406951
115.0	-2.760371343036377	-2.9124997950675553	-5.00328603681001
116.0	-2.6507102592004084	-3.100984325401944	-5.167215473625681
117.0	-2.592919524934693	-3.1999944927215234	-5.264631730657431
118.0	-2.9843469458505933	-2.57473559591528	-4.885438998437598
119.0	-3.4994343429417034	-2.836996588666611	-5.118867087787133
120.0	-2.9072861398250156	-2.3417548250649087	-4.550508494170918
121.0	-1.8859891587306619	-2.61726228375381	-4.837637921499432
122.0	-2.4759381602459634	-2.6497844549920693	-5.073753356269185
123.0	-2.3859321015888457	-2.622752466960888	-5.00828073689529
124.0	-2.6167632039035658	-2.935380378571368	-5.093106014351419
125.0	-1.9073523866965258	-3.312090836474596	-5.586924162630048
126.0	-1.838874230626657	-3.4652384425286527	-5.225171965740495
127.0	-1.5490838870570627	-2.756407765092015	-5.334828142476729
128.0	-0.6509064287122109	-2.6319443044532447	-4.959136114627683
129.0	-0.9609300481785856	-2.7961056769482573	-4.585056261880838
130.0	-0.49427091686948843	-2.5393887261592987	-4.710840039803777
131.0	0.7918000745089058	-2.4785680505635987	-4.655825862116693
132.0	0.3396349405215871	-3.469719691918202	-4.306776181204439
133.0	0.7667740031681678	-3.998874829398651	-4.885177555697267
134.0	2.084694354928727	-4.4200683422950755	-4.923408744222732
135.0	1.6696632821089425	-4.741634551277588	-5.203121831177923
136.0	1.566512634753343	-4.203277936497483	-5.138357773130837
137.0	-0.7370214439105649	-3.5984807075183225	-5.220132935761579
138.0	-0.8809442869296865	-3.7816091219724997	-5.232025269201494
139.0	-0.4428089680430765	-3.6223645104844784	-5.280713186071562
140.0	-0.7780288134717865	-3.6920867756364046	-4.991512781174166
141.0	-0.23985066276815456	-3.6495602850700193	-5.625751049144819
142.0	-0.49675516460613656	-2.932835293031173	-5.720343331384509
143.0	0.10958218953165397	-2.623230479330023	-5.937273811822338
144.0	-0.6465546699160973	-3.1804433307915683	-5.901075878987774
145.0	0.023152803576201475	-3.2074363956263934	-5.918425299207924
146.0	1.4346231680106334	-2.9842596516447415	-5.793801175042668
147.0	1.1868991310647503	-2.5955671390388115	-6.283420864821155
148.0	0.056465908722793945	-3.1502734231102427	-6.457615763560387
149.0	-0.31075094959869753	-3.3300811711588376	-6.747456206853072
150.0	-0.36555695318216463	-4.470223672695438	-6.488356955743591
151.0	0.12532723637201382	-4.512575098853956	-7.223021410863154
152.0	0.6351021229963429	-3.993323394710153	-7.047179013517418
153.0	1.3496522225731216	-3.726630554442763	-5.982965245723803
154.0	0.6569568616330616	-2.4407596000529814	-5.34640308944262
155.0	0.7221445735767251	-2.055686182761815	-5.2944619539056275
156.0	2.134176833474228	-1.7685676298461357	-5.2278706251430425
157.0	2.3223196533814168	-2.076966868661612	-4.745183508229871
158.0	1.1227837307306143	-2.2992077628135124	-5.153712605542738
159.0	0.9833302898406907	-2.1331043304314674	-5.1655724142135515
160.0	0.73068661730378	-2.223094224850008	-5.476480398162706
161.0	0.7576473603643945	-2.4853456937173624	-5.708023854614055
162.0	1.1559526941552885	-2.7908284313199108	-5.484783261710308
163.0	1.1187240173866146	-2.795131761886719	-5.281152951261114
164.0	0.8438803541075144	-2.4205308596509307	-5.4023817721426575
165.0	-0.22903636033445451	-2.66267145703948	-5.3330398307244025
166.0	-0.9519805297107138	-3.6631139810159983	-5.977582644376197
167.0	-1.4511849507824648	-4.089106724875909	-6.10657109350578
168.0	-0.10333211970918657	-3.692521463177094	-6.244865097810694
169.0	1.2653116100404338	-3.3744318519109466	-5.963156665126928
170.0	0.6658603112163436	-2.700734242109577	-6.268808553410815
171.0	0.9107342130072323	-3.086693266582968	-5.671678328590186
172.0	1.042361551434015	-2.757573130766117	-5.184096486593625
173.0	1.3631753062300735	-2.523819120138144	-5.843897435819079
174.0	0.9968578653543783	-2.739659450456793	-6.041426540078222
175.0	0.8936280136375938	-2.705743798346084	-5.894730177968244
176.0	1.1830762710261038	-2.4700794705623466	-5.902867639315308
177.0	0.9359075279704256	-3.3442875671963495	-6.209375646294556
178.0	1.097870546039497	-3.3956798888447173	-6.806502050086428
179.0	0.8725188144033399	-3.913289745874137	-7.014892095151426
180.0	0.3666493577838461	-3.236897985816662	-6.72126572505225
181.0	-0.46664441617272207	-3.043331241217092	-6.443536505282926
182.0	-0.3225228155446146	-2.5879104498776275	-6.640346120766367
183.0	1.0447177635123595	-2.391874098586467	-6.792181869168957
184.0	-1.0406451868656692	-2.9368766527374603	-6.58949821646226
185.0	-1.8381555466494721	-3.0917840402043213	-6.405317570173914
186.0	-1.38257162336995	-3.1913567775103955	-6.243354287797098
187.0	-0.46142582739835547	-3.3288244074067945	-6.249567097575971
188.0	0.8795527718407432	-2.4753159361288914	-6.145989900903359
189.0	0.9669331586676555	-2.3183502685834454	-6.38963594350982
190.0	1.0707685642689175	-2.4411515324602227	-6.805300834622621
191.0	0.7539796323515228	-2.4579368065882323	-6.785778118084025
192.0	1.1118412140458784	-2.2824197787969656	-7.079936784554228
193.0	0.514345980402199	-2.5785888745303667	-6.5582255688169875
194.0	-0.7234491969699681	-2.3223569762407656	-6.568531134800013
195.0	-1.8716221129990096	-1.8048325537051808	-6.631196361643908
196.0	-0.7979595720356238	-3.2218369757493632	-7.016960985214936
197.0	-0.43851132747703203	-3.1731603227992458	-6.496667415730205
198.0	0.21744102153616532	-3.2964719873860115	-5.851656238102667
199.0	0.5086443925720466	-3.2110914072120975	-5.676754843878318
200.0	-0.8354699374349753	-2.7244584889614014	-5.78156868984267
201.0	0.005557965221180627	-2.2995040676971907	-5.72499147269516
202.0	-0.27645833147147825	-2.4476646849564636	-5.3748809811980545
203.0	0.4854820960269601	-2.190922854890555	-5.871797509925963
204.0	0.9593463413666408	-2.4079752815755517	-5.86760025278908
205.0	0.10052064366815794	-2.705788137230389	-6.565915982007953
206.0	0.9272161437218824	-2.9544205210541694	-6.662565773751424
207.0	1.0625158607833614	-3.132023811302825	-6.776610973359997
208.0	1.2361976109997153	-4.209029433868698	-6.647977363755423
209.0	1.124493585602731	-3.500595186175233	-6.81518773278385
210.0	1.4454974042026905	-3.247398150518616	-6.256398077730249
211.0	1.7677867404089058	-3.174740861224427	-5.8844018207989235
212.0	1.2185214085628464	-2.4741955060230136	-6.0159381621441765
213.0	0.8819112651202343	-2.489341326091224	-5.776220190286788
214.0	0.6826473855693931	-2.5959123447225747	-5.475572577599639
215.0	0.8479104054848771	-2.909543479848305	-5.370102308919999
216.0	0.16200602317844104	-2.687444195914434	-5.093695717644275
217.0	0.14049968971868676	-1.8178450267878432	-4.659058749408496
218.0	0.4012153066352777	-1.0293977129071101	-4.9660663019744575
219.0	-0.2731864020889982	-1.2716405527139572	-5.459981268813466
220.0	0.2332394683015777	-1.1748586690389837	-5.714311078302512
221.0	-0.5648256785858586	-1.7981402960347952	-6.020574831852855
222.0	-0.7517515355221749	-2.4190429883596254	-5.394532767955554
223.0	0.629798072302169	-3.0060900756313385	-6.227025551466407
224.0	0.7958652552493726	-3.6212380893613525	-6.136379197680595
225.0	0.7501083316691468	-3.6727964235117128	-5.792720586332967
226.0	-0.6794181380546153	-4.247558295932256	-5.928222694419814
227.0	-0.4892264715701549	-4.153834410077612	-5.895142145509298
228.0	-0.434861786554674	-3.9769366310832748	-5.7442901710822
229.0	-0.08277917404428756	-3.8806947514623347	-6.520640035825626
230.0	0.03723992290029929	-4.615376167765624	-5.905906765010344
231.0	0.0032970513427793974	-4.476812696643224	-5.598830773164531
232.0	-0.4563982648187838	-4.701123024385074	-5.722561713391758
233.0	-0.030746141530360517	-4.523063637168718	-5.9818848154794075
234.0	-0.4791811121136855	-4.567409582837976	-6.136031396120012
235.0	-0.5628291048982549	-4.321704828704027	-6.490661344172941
236.0	-0.11085776350075469	-5.1145823017308905	-6.248216740631169
237.0	-0.34261857645128	-5.3864244097078995	-5.949879162546336
238.0	-0.7201911347288353	-5.248197104151973	-6.014933569650051
239.0	0.04293352653252597	-4.989085240129401	-6.080564190359137
240.0	0.8550619945254221	-4.4720664807402	-5.842393812568189
241.0	1.0230563496821963	-4.132978420745751	-5.935401156322181
242.0	1.1188584173107141	-3.5035223798116775	-5.937839252968935
243.0	0.21268367550371198	-2.7212269159622147	-6.588735150223714
244.0	-1.069298307668459	-3.6884195551237777	-6.353354737749838
245.0	-1.2465157645551868	-2.95709086515524	-6.478943562147425
246.0	-1.1471059357325308	-2.7597973311038775	-6.77189385438077
247.0	-0.4952236106075135	-2.164474478439665	-6.481481439263448
248.0	-0.7391435357213552	-2.217588887108135	-6.341357959594694
249.0	-0.1585042311713737	-2.0499040226198058	-6.521495738615332
250.0	-1.2392231030758794	-2.290676292142524	-6.616605896083438
251.0	-0.3869571138885973	-1.9397321055843981	-6.304367935042885
252.0	-0.33208945464351525	-1.7999020742543372	-6.272933078699068
253.0	-0.8428151006391184	-2.713297942970787	-6.371033232989435
254.0	0.3301664309673531	-3.6596795022083746	-6.355801682798197
255.0	-0.2521636865517192	-3.2316503910752816	-6.434660515056545
256.0	-0.5074544673760659	-3.3368215861718413	-6.732042304107303
257.0	-1.053343942709721	-3.180369403013241	-7.221370305225623
258.0	-0.8666980819080359	-3.0960667554145567	-7.187591116849051
259.0	1.48333007209158	-3.4136331661488746	-6.812232152880046
260.0	0.6074159630877081	-2.8894782569338737	-6.813707138804241
261.0	1.6031289485898745	-2.458730419639828	-6.716882170716677
262.0	2.209629454226827	-2.2991458156164435	-7.023134148093171
263.0	1.145269667602955	-2.4574326712991743	-7.066285506951233
264.0	0.6183646891901896	-3.2466859046928893	-7.24970601966846
265.0	0.8894645496667338	-3.32890351472097	-6.775907549572308
266.0	0.5792753767176195	-3.5272323499935574	-6.6682019053616965
267.0	0.6309153330262813	-3.1441904854232363	-6.0748414891807325
268.0	-0.07595791261119805	-2.455526087080548	-5.881909022241266
269.0	0.6989908209396183	-2.127196510848351	-5.969959802747473
270.0	0.5766724238176825	-2.269530115262674	-5.888857539800347
271.0	-0.14055122329006953	-2.3449365482033966	-5.814574283143979
272.0	0.8874692841067235	-2.6270335745479225	-5.716150425149397
273.0	-0.6383859584437629	-2.9514462229645915	-5.8340592739250345
274.0	-0.849078959216472	-2.512968984144595	-5.724671697788597
275.0	-0.28880049040076095	-2.438295081532078	-5.188153575986365
276.0	0.6598942415411021	-2.5225237026948713	-6.197492222405502
277.0	0.013478811854368777	-3.493929962788469	-6.218775858891107
278.0	-0.33220254625585777	-3.03774149392888	-6.675015366597137
279.0	-0.7986081793535645	-3.253813914024914	-6.541682838732202
280.0	-0.04396853239443682	-4.096120484263096	-6.488444178918025
281.0	0.15743842980421446	-4.250428011068652	-6.804749554336035
282.0	-0.09311132077622959	-4.580412726606669	-6.991524866407264
283.0	0.2158113771566943	-4.763388344898996	-7.070768429384581
284.0	0.03565017245528135	-4.0910505556418	-7.051863401880549
285.0	0.2638216234816193	-4.790103683174793	-7.281889140980409
286.0	-0.10797131760744438	-4.63139378405839	-6.99576520006038
287.0	0.5596021242578391	-4.219383307259507	-6.916656892291137
288.0	0.4427840311102116	-3.5430173698390384	-6.505574768475795
289.0	-0.7059660814890338	-3.32461594325635	-6.323673249547132
290.0	-0.3070162841031835	-3.8652812471351714	-6.162984118875549
291.0	-0.9970179770563699	-2.8534479980484493	-5.740684749362915
292.0	-2.1616639317083215	-2.6163668440615697	-5.5780486792068595
293.0	-2.264150520431528	-1.6456396745629889	-4.979018092425992
294.0	-1.3847350962219092	-1.1343490832126142	-4.96412758243035
295.0	-1.0704830569351147	-1.3269971618299228	-5.3330432256267555
296.0	-1.7437441086498908	-2.1730753213599416	-6.482109646432495
297.0	-1.260957550133182	-1.7926558973839033	-6.5278420408050595
298.0	-0.7456356942650629	-2.178699837682224	-6.570018064079179
299.0	-0.5905868994487863	-2.2793177960707256	-6.461238916289609
300.0	-0.3121108165001925	-1.831547695602535	-6.590716934360337
301.0	0.17348021623666254	-1.3424926095280476	-6.574549482468012
302.0	1.7608806144611808	-1.4967838755006677	-6.531491216201285
303.0	1.2203053456336492	-1.9763543417432836	-6.845432567548937
304.0	1.182815959193595	-0.8922340072955071	-6.586385399876436
305.0	0.7789465784345754	-1.1330478528225734	-7.064568707704005
306.0	0.8088149199725694	-1.2095393483943782	-6.491759625656589
307.0	1.6199062685675445	-1.5626015427337299	-6.571513608943648
308.0	-0.45742642576779147	-1.0497780349186374	-6.457567614289913
309.0	-0.46335069796231315	-1.4410991895350753	-6.250045856304838
310.0	-0.4746161419657965	-1.5448112753513226	-6.013563178204909
311.0	0.09079989169490062	-1.6667898430127295	-5.533238049242284
312.0	-0.33739329543119784	-2.0677887385372213	-5.489573844402297
313.0	0.70972795392835	-2.403939398743301	-5.547361582414176
314.0	0.5450399430205127	-3.038006800680845	-5.755560496492248
315.0	2.0904053136693603	-3.2340844174359447	-5.189460892141264
316.0	1.7314172729509472	-3.067289856318444	-6.223894789678556
317.0	2.09582907064897	-2.750768192196607	-6.438517450669623
318.0	3.1039783029346286	-2.8050493734702155	-5.886089999697803
319.0	2.241175159778765	-2.9144031407380036	-5.97076347683806
320.0	2.2991055692985736	-2.7926211781776784	-6.373150591631133
321.0	2.1919147739097338	-3.5943126581286937	-6.006695052725943
322.0	1.258094593038887	-3.0733106575652007	-5.948870903883325
323.0	1.620217236353207	-3.7327707720260266	-5.775162670394796
324.0	0.8979504020496208	-3.626001912081037	-5.773442117005401
325.0	1.1152431174143822	-3.614689705747584	-6.405459053002718
326.0	1.4586265196369856	-2.987629660649324	-6.504286639572798
327.0	0.6021047058738933	-4.382167681134329	-6.43529794646723
328.0	0.25118776020225964	-4.273746853318953	-6.553702778332298
329.0	-0.7488360042090907	-4.5102748916795	-6.366330740998013
330.0	-0.4138423430226711	-4.503907437216676	-6.360756587497533
331.0	-0.4066551493116326	-4.84091528428991	-6.406100357334502
332.0	0.5198277253108997	-5.141519375391284	-5.957714853068177
333.0	0.4492550817540285	-4.746010589508966	-4.920902907436534
334.0	-0.4221405686718258	-3.1735467514204276	-4.746535452549587
335.0	0.5890765029309385	-2.7319455978926173	-4.965958026523947
336.0	0.14057837065822187	-2.1249536949674956	-5.084509220374048
337.0	-0.17894147282529493	-2.379929608705259	-5.439441516723127
338.0	-1.215240900358641	-2.70089862231706	-5.7251258271286245
339.0	-0.45837241815779695	-1.7938521378323662	-5.818096309286831
340.0	-1.1786858473814428	-1.9412454930160485	-5.7358972171088745
341.0	-1.5810629192617407	-1.8235501033767891	-5.822982733181848
342.0	-1.1765840771791276	-2.213863501271399	-5.797170345970255
343.0	-0.8398715931646615	-2.477502168650645	-5.720643953843073
344.0	-0.16317847748770442	-2.0239041890460787	-5.454745132390791
345.0	1.1787551153029483	-1.4550297154532263	-5.383609318590929
346.0	1.1514390490091475	-1.5256261605313812	-5.6056291322233145
347.0	1.582007355619457	-1.278675390317333	-5.5503217028045855
348.0	1.6704612299242716	-1.4423118800507273	-5.229267783265717
349.0	1.604536203225953	-1.236421952996017	-5.567847503571131
350.0	1.8864468756527943	-1.7017752882895922	-5.900495286255235
351.0	1.9004824404283394	-2.0800529881948506	-5.853230464208114
352.0	1.6114137484330104	-1.4895563912302134	-5.985936907655954
353.0	1.1363831670668907	-1.72956154850875	-5.977905471513418
354.0	1.139780409731061	-2.0983351850804977	-6.019025581463856
355.0	2.29397612270668	-2.3502395643107583	-6.10218079219077
356.0	2.4969523009471772	-2.3100569393631782	-6.078535222784154
357.0	1.714278474984413	-1.2466878740363878	-6.1595167587781745
358.0	2.326476597475966	-1.2756855681364045	-6.3983788848089995
359.0	1.405251263403433	-1.2997341233858657	-5.931536462490474
360.0	2.3506476179438147	-1.303369808378834	-5.55604516226519
361.0	1.5244119503063223	-1.2587929488702803	-5.509229216396028
362.0	1.8187405421405427	-1.713052668752767	-5.447812651975001
363.0	2.253655956338066	-3.056726173457778	-5.749587096287044
364.0	2.8069374025843006	-3.211762758749824	-5.600692442931608
365.0	2.9380955772026724	-3.1577467087695035	-5.253810907642249
366.0	2.0969329312234684	-3.250097975902367	-4.725315677328886
367.0	2.0071734368116316	-3.2733405907957165	-4.945571163178736
368.0	2.924012018295645	-2.936052586531079	-4.71842561630624
369.0	1.9848897647790205	-2.379804172037534	-4.946213948397502
370.0	2.1790351610662286	-2.3181026817810815	-4.994589236793673
371.0	0.9453135186396417	-1.801129690678197	-5.3702750411827225
372.0	1.3178498118655917	-2.015059597268653	-5.32853873814755
373.0	0.39555427600116216	-2.5947809774621886	-5.151645723895775
374.0	1.1293531607974003	-2.4666346501705156	-4.9057971197539745
375.0	1.95796434068553	-2.529785557220361	-4.936365827939857
376.0	1.9906115736576713	-1.9792456882520764	-4.7741811785506725
377.0	0.9577080760021093	-1.9638296137437106	-4.66073172030495
378.0	0.3362358584723013	-3.0599570162518708	-4.775810992137902
379.0	-0.12438252533661953	-3.0486953398311485	-4.77018181900343
380.0	1.6712968282656004	-3.0664769869458786	-4.830698054515263
381.0	0.6579231204986231	-3.4275771907854926	-4.761451128335346
382.0	1.0708055502319795	-2.6711817097245185	-4.906108878800808
383.0	1.0685486813766831	-3.0281055179530916	-4.331008836404233
384.0	1.0051009550810288	-3.785586657400665	-4.374583900534896
385.0	-0.205432318806375	-2.7363526921623533	-4.293062123622855
386.0	-0.04294282460831987	-3.051186141466803	-4.234488460163774
387.0	0.6986283898732975	-3.246515778722319	-4.311562107644701
388.0	0.6619429682696418	-3.1441215987857	-4.727783890149604
389.0	-0.0031575671158411422	-4.010005118410465	-4.751998012806884
390.0	-0.11116334545306192	-3.6793239849666044	-5.00341431222967
391.0	0.25481834122674907	-3.594716265642525	-5.641667077017917
392.0	-0.2437407507419772	-3.401431527032331	-5.477134529373241
393.0	0.3212183065641869	-2.853589541105753	-5.638673771305758
394.0	0.5296247051023064	-2.8702066400960744	-5.519825289186835
395.0	-0.5303646645019275	-2.88902269760216	-5.642274751966131
396.0	-0.14756605633894593	-2.681056732992464	-5.683238893728856
397.0	-0.15452514170017106	-2.1464380604003876	-6.601451085620582
398.0	0.8232400103261428	-2.5663391759342713	-6.155968929227234
399.0	0.13200069839961187	-3.2224239013940084	-5.8165998812238255
400.0	-0.5414171808117216	-2.710454171358154	-4.6359253661817
401.0	-0.012515836884338716	-2.313493166909787	-4.529147332696272
402.0	-1.0843445116441066	-2.455830488567913	-5.358896142585245
403.0	-0.7070958783601899	-3.106551316554956	-5.466168971904336
404.0	0.061308560126198175	-4.203450046846419	-4.655291113441491
405.0	-0.4654305558169439	-3.0095419967652877	-4.341290073227874
406.0	0.5150699836062276	-3.1323012849625815	-4.249607069880772
407.0	-0.3851348022529779	-3.1601066049496804	-4.620670615329386
408.0	0.608886308338372	-2.2926473170503625	-5.018032481532893
409.0	0.502150086306855	-2.603692200054073	-4.378151697584249
410.0	0.9147423737903901	-2.907716715381981	-5.193063957612812
411.0	0.6983014070045501	-2.782035605128489	-5.547446687767159
412.0	0.8772239556881385	-3.360559663492875	-5.2907472794722565
413.0	0.956960487734034	-2.296392476214833	-5.554996311958456
414.0	1.6149850414788132	-1.9255947162099627	-5.779632561998886
415.0	0.5293650401818552	-2.664085319226913	-5.8546149651085155
416.0	1.062248145312683	-2.6614035523724655	-5.879855858273121
417.0	1.4133183932369717	-2.2735982759102216	-6.24100291797531
418.0	0.7465787727989857	-2.0577326223358554	-5.994802252391712
419.0	0.7378255141870145	-2.322947559758591	-6.126003324627127
420.0	1.5081714682012115	-2.621745630204624	-6.085882710160059
421.0	1.8906738560207859	-2.2386095256973215	-5.908630867675046
422.0	2.5597772653377886	-2.2676696325221295	-5.6445045403937355
423.0	2.2485406710577402	-2.419404439692661	-6.068057345390666
424.0	1.9336772525818193	-2.5982073811178537	-6.973427622330226
425.0	0.6794577314579465	-2.700321833612195	-6.258940479838926
426.0	0.3854851904434466	-3.267485713049878	-5.874171367791951
427.0	1.0409801888950232	-3.6119025529666855	-6.016458754330054
428.0	1.078689807083394	-3.8525587118074927	-5.766889621026496
429.0	0.8859475517321408	-3.1097513444992604	-6.180055998617158
430.0	1.5121267453156035	-2.3858136205202753	-5.829367109366834
431.0	0.21370846428017343	-2.3666867823890505	-5.8018682921698606
432.0	0.5774214811923503	-2.570932777917885	-5.524576421469274
433.0	-1.164392493745365	-2.2460470601976343	-6.178367882661517
434.0	-1.1896101116230777	-2.6460203230342954	-6.296719711862792
435.0	-0.99949736155746	-2.5901253811353078	-6.690702055111643
436.0	0.21943375404913232	-3.40149109651085	-7.279306843030254
437.0	-0.1322559344625046	-4.139823917759091	-7.209501219029583
