x_T	direct	is_b0.0	is_b3.0	is_b6.0	muca_flat
-4.449999995413933	0.0	0.0	0.19734000020337403	0.07460000007688103	4.900000005049826e-5
-4.34999999551699	0.0	0.0	0.23604000024325736	0.0646600000666371	9.600000009893538e-5
-4.249999995620048	0.00020000000020611535	0.0	0.25842000026632167	0.04995000005147731	0.0001500000001545865
-4.149999995723106	0.00010000000010305768	0.00018000000018550383	0.2677800002759679	0.03608000003718321	0.00020400000021023767
-4.049999995826163	0.00010000000010305768	0.00011000000011336345	0.29186000030078413	0.02958000003048446	0.00033300000034318204
-3.949999995929221	0.00030000000030917307	0.0006400000006595691	0.30087000031006966	0.019150000019735547	0.00026800000027619455
-3.849999996032279	0.00020000000020611535	0.0006500000006698749	0.31340000032298276	0.01281000001320169	0.00035900000036997705
-3.7499999961353367	0.0009000000009275191	0.00024000000024733842	0.3267900003367822	0.010930000011264205	0.0006820000007028533
-3.649999996238394	0.0007000000007214037	0.0008600000008862961	0.3354200003456761	0.010060000010367602	0.0008520000008780514
-3.5499999963414517	0.0011000000011336345	0.0006300000006492634	0.3451700003557242	0.0050200000051734955	0.0010100000010408825
-3.449999996444509	0.0015000000015458652	0.001680000001731369	0.35619000036708115	0.00267000000275164	0.0012020000012387532
-3.349999996547567	0.0014000000014428074	0.0023900000024630785	0.36674000037795373	0.002730000002813475	0.0020490000021116516
-3.249999996650625	0.0026000000026794997	0.002890000002978367	0.37332000038473495	0.001810000001865344	0.002727000002810383
-3.1499999967536825	0.0030000000030917305	0.002980000003071119	0.37159000038295203	0.0027800000028650037	0.003541000003649272
-3.04999999685674	0.004000000004122308	0.004480000004616984	0.37106000038240583	0.0013300000013706673	0.00459400000473447
-2.949999996959798	0.005800000005977346	0.006560000006760584	0.3607100003717394	0.0017400000017932036	0.006198000006387515
-2.849999997062856	0.009000000009275191	0.006510000006709055	0.3439400003544566	0.00021000000021642113	0.008159000008408477
-2.7499999971659133	0.011400000011748576	0.010110000010419132	0.36671000037792284	0.0	0.011014000011350772
-2.6499999972689707	0.01290000001329444	0.0157800000162625	0.3381700003485102	0.0	0.013498000013910725
-2.5499999973720286	0.019300000019890132	0.020310000020931016	0.3175700003272803	0.0	0.017533000018069102
-2.4499999974750866	0.022100000022775748	0.023430000024146413	0.3137000003232919	0.0	0.022578000023268364
-2.349999997578144	0.03020000003112342	0.029130000030020704	0.27165000027995617	0.0	0.028457000029327124
-2.2499999976812015	0.03010000003102036	0.03543000003651334	0.25099000025866447	0.0	0.03535800003643913
-2.1499999977842594	0.042400000043696456	0.04303000004434572	0.22426000023111717	0.0	0.042751000044058185
-2.0499999978873173	0.05210000005369305	0.05366000005530075	0.2120300002185132	0.0	0.05377300005541721
-1.9499999979903744	0.0664000000684303	0.06524000006723484	0.17491000018025818	0.0	0.06391200006586623
-1.8499999980934323	0.07630000007863301	0.07573000007804559	0.16292000016790156	0.0	0.07658400007892568
-1.7499999981964907	0.08680000008945407	0.08539000008800096	0.14058000014487848	0.0	0.08950300009223972
-1.6499999982995481	0.10360000010676776	0.10701000011028203	0.12773000013163557	0.0	0.10460800010780658
-1.5499999984026056	0.12360000012737929	0.121170000124875	0.10156000010466538	0.0	0.12133300012504297
-1.449999998505663	0.1439000001483	0.14524000014968097	0.08901000009173164	0.0	0.14041000014470328
-1.3499999986087206	0.16700000017210634	0.1558600001606257	0.07769000008006552	0.0	0.16301400016799844
-1.249999998711778	0.17970000018519466	0.17463000017996963	0.05792000005969101	0.0	0.1805090001860284
-1.1499999988148355	0.20410000021034072	0.20588000021217515	0.05205000005364152	0.0	0.20428800021053448
-1.0499999989178939	0.23340000024053664	0.2312900002383621	0.04860000005008604	0.0	0.2246510002315201
-0.9499999990209522	0.253100000260839	0.24726000025482042	0.03438000003543123	0.0	0.24940800025703408
-0.8499999991240097	0.27510000028351167	0.27783000028632515	0.028840000029721837	0.0	0.26905000027727666
-0.7499999992270672	0.29120000030010396	0.29873000030786423	0.025090000025857172	0.0	0.2890330002978707
-0.6499999993301246	0.32040000033019683	0.31524000032487903	0.01916000001974585	0.0	0.31156900032109575
-0.5499999994331821	0.3457000003562704	0.3423800003528489	0.013780000014201349	0.0	0.33613200034640983
-0.4499999995362396	0.3618000003728627	0.35446000036529823	0.007360000007585046	0.0	0.3493310003600124
-0.34999999963929707	0.3681000003793553	0.3734300003848483	0.005120000005276553	0.0	0.3615100003725638
-0.24999999974235454	0.3764000003879091	0.38003000039165014	0.004290000004421175	0.0	0.3794280003910297
-0.1499999998454129	0.3769000003884244	0.3787700003903516	0.0029200000030092845	0.0	0.38319700039491394
-0.04999999994847126	0.38700000039883325	0.37545000038693005	0.0029200000030092845	0.0	0.3873260003991692
0.04999999994847126	0.3916000004035739	0.3869500003987817	0.002590000002669194	0.0	0.37977400039138626
0.1499999998454138	0.38220000039388646	0.38739000039923516	0.0009700000009996595	0.0	0.38089500039254154
0.24999999974235632	0.38630000039811185	0.37709000038862023	0.00026000000026795	0.0	0.3763480003878555
0.34999999963929884	0.35980000037080156	0.3628400003739345	0.0011400000011748575	0.0	0.36562600037680565
0.44999999953624137	0.358900000369874	0.35151000036225805	0.0004400000004534538	0.0	0.3507770003615026
0.5499999994331839	0.3396000003499839	0.3517500003625054	0.0001900000001958096	0.0	0.33875800034911613
0.6499999993301255	0.3233000003331855	0.3355900003458513	6.0000000061834606e-5	0.0	0.3170880003267835
0.7499999992270672	0.2915000003004131	0.30780000031721155	0.0	0.0	0.2987740003079095
0.8499999991240097	0.2779000002863973	0.2881500002969607	0.0	0.0	0.2727790002811197
0.9499999990209522	0.25280000026052984	0.2640600002721341	0.0	0.0	0.25668700026453567
1.0499999989178948	0.2344000002415672	0.23881000024611204	0.0	0.0	0.23548100024268126
1.1499999988148373	0.2108000002172456	0.21303000021954377	0.0	0.0	0.21419600022074542
1.2499999987117798	0.18680000019251175	0.18487000019052274	0.0	0.0	0.19371600019963922
1.3499999986087223	0.16710000017220938	0.15740000016221278	0.0	0.0	0.16881000017397166
1.4499999985056649	0.1361000001402615	0.14367000014806297	0.0	0.0	0.14993300015451747
1.5499999984026065	0.12640000013026492	0.11970000012336005	0.0	0.0	0.1287680001327053
1.6499999982995481	0.10250000010563412	0.10194000010505701	0.0	0.0	0.11205100011547715
1.7499999981964907	0.09260000009543141	0.09364000009650321	0.0	0.0	0.09320100009605078
1.8499999980934332	0.07700000007935441	0.07342000007566495	0.0	0.0	0.08017500008262649
1.9499999979903757	0.060100000061937664	0.058940000060742195	0.0	0.0	0.06775100006982261
2.0499999978873182	0.05490000005657867	0.05111000005267278	0.0	0.0	0.05711400005886036
2.1499999977842608	0.040900000042150594	0.039300000040501666	0.0	0.0	0.04766200004911935
2.2499999976812033	0.034200000035245724	0.03652000003763667	0.0	0.0	0.0390590000402533
2.349999997578145	0.028200000029062266	0.026360000027166004	0.0	0.0	0.031083000032033417
2.4499999974750866	0.021400000022054343	0.020760000021394776	0.0	0.0	0.02449400002524295
2.549999997372029	0.01680000001731369	0.015650000016128526	0.0	0.0	0.01836200001892345
2.6499999972689716	0.013200000013603615	0.010930000011264205	0.0	0.0	0.01390700001433223
2.749999997165914	0.011100000011439402	0.0088400000091103	0.0	0.0	0.010829000011160116
2.8499999970628567	0.007900000008141558	0.006270000006461717	0.0	0.0	0.008472000008731046
2.949999996959799	0.00650000000669875	0.0034600000035657956	0.0	0.0	0.0067440000069502095
3.0499999968567417	0.004000000004122308	0.0027000000027825573	0.0	0.0	0.005276000005437323
3.1499999967536843	0.0036000000037100764	0.002210000002277575	0.0	0.0	0.0037960000039120693
3.249999996650626	0.0023000000023703266	0.002030000002092071	0.0	0.0	0.002602000002681561
3.3499999965475675	0.0009000000009275191	0.0015800000016283114	0.0	0.0	0.0020230000020848567
3.44999999644451	0.0016000000016489228	0.0006700000006904864	0.0	0.0	0.001465000001509795
3.5499999963414526	0.0008000000008244614	0.00024000000024733842	0.0	0.0	0.0008910000009182439
3.649999996238395	0.0007000000007214037	9.000000009275192e-5	0.0	0.0	0.0008120000008368283
3.7499999961353376	0.0005000000005152885	2.0000000020611535e-5	0.0	0.0	0.0004890000005039521
3.84999999603228	0.00030000000030917307	0.0	0.0	0.0	0.00036900000038028285
3.9499999959292227	0.00010000000010305768	1.0000000010305768e-5	0.0	0.0	0.000241000000248369
4.049999995826164	0.0004000000004122307	0.0	0.0	0.0	0.00011400000011748575
4.149999995723106	0.0	0.0	0.0	0.0	0.00011500000011851632
4.2499999956200485	0.0	0.0	0.0	0.0	7.900000008141557e-5
4.349999995516991	0.0	0.0	0.0	0.0	4.200000004328422e-5
4.4499999954139335	0.0	0.0	0.0	0.0	0.0
4.549999995310876	0.00010000000010305768	0.0	0.0	0.0	1.2000000012366922e-5
4.649999995207819	0.0	0.0	0.0	0.0	3.0000000030917305e-6
4.749999995104761	0.0	0.0	0.0	0.0	5.000000005152884e-6
4.849999995001704	0.0	0.0	0.0	0.0	1.4000000014428074e-5
4.949999994898645	0.0	0.0	0.0	0.0	1.2000000012366922e-5
5.049999994795587	0.0	0.0	0.0	0.0	0.0
5.1499999946925294	0.0	0.0	0.0	0.0	0.0
5.249999994589472	0.0	0.0	0.0	0.0	0.0
5.3499999944864145	0.0	0.0	0.0	0.0	0.0
5.449999994383357	0.0	0.0	0.0	0.0	0.0
5.5499999942802996	0.0	0.0	0.0	0.0	0.0
5.649999994177242	0.0	0.0	0.0	0.0	0.0
5.749999994074184	0.0	0.0	0.0	0.0	0.0
5.849999993971125	0.0	0.0	0.0	0.0	0.0
5.949999993868068	0.0	0.0	0.0	0.0	0.0
6.04999999376501	0.0	0.0	0.0	0.0	0.0
6.149999993661954	0.0	0.0	0.0	0.0	0.0
6.249999993558896	0.0	0.0	0.0	0.0	0.0
6.349999993455837	0.0	0.0	0.0	0.0	0.0
6.44999999335278	0.0	0.0	0.0	0.0	0.0
6.549999993249722	0.0	0.0	0.0	0.0	0.0
6.649999993146665	0.0	0.0	0.0	0.0	0.0
6.749999993043607	0.0	0.0	0.0	0.0	0.0
6.84999999294055	0.0	0.0	0.0	0.0	0.0
6.949999992837492	0.0	0.0	0.0	0.0	0.0
7.049999992734433	0.0	0.0	0.0	0.0	0.0
7.1499999926313755	0.0	0.0	0.0	0.0	0.0
7.249999992528318	0.0	0.0	0.0	0.0	0.0
7.349999992425261	0.0	0.0	0.0	0.0	0.0
7.449999992322203	0.0	0.0	0.0	0.0	0.0
7.549999992219146	0.0	0.0	0.0	0.0	0.0
7.649999992116088	0.0	0.0	0.0	0.0	0.0
7.749999992013031	0.0	0.0	0.0	0.0	0.0
7.849999991909973	0.0	0.0	0.0	0.0	0.0
7.949999991806914	0.0	0.0	0.0	0.0	0.0
8.049999991703856	0.0	0.0	0.0	0.0	0.0
8.149999991600799	0.0	0.0	0.0	0.0	0.0
8.249999991497742	0.0	0.0	0.0	0.0	0.0
8.349999991394684	0.0	0.0	0.0	0.0	0.0
8.449999991291627	0.0	0.0	0.0	0.0	0.0
8.54999999118857	0.0	0.0	0.0	0.0	0.0
8.649999991085512	0.0	0.0	0.0	0.0	0.0
8.749999990982454	0.0	0.0	0.0	0.0	0.0
8.849999990879395	0.0	0.0	0.0	0.0	0.0
8.949999990776337	0.0	0.0	0.0	0.0	0.0
9.04999999067328	0.0	0.0	0.0	0.0	0.0
9.149999990570223	0.0	0.0	0.0	0.0	0.0
9.249999990467165	0.0	0.0	0.0	0.0	0.0
9.349999990364108	0.0	0.0	0.0	0.0	0.0
9.44999999026105	0.0	0.0	0.0	0.0	0.0
9.549999990157993	0.0	0.0	0.0	0.0	0.0
9.649999990054935	0.0	0.0	0.0	0.0	0.0
9.749999989951876	0.0	0.0	0.0	0.0	0.0
9.849999989848818	0.0	0.0	0.0	0.0	0.0
9.949999989745761	0.0	0.0	0.0	0.0	0.0
