E	Sunny	MCX bridge	MCX native	exact
492.0	-123.40623474121094	-123.24444389343262	-123.43832588195801	-123.34325739317447
496.0	-125.08345794677734	-124.91507911682129	-125.12331962585449	-125.02353655795238
500.0	-126.77065086364746	-126.60420036315918	-126.81283950805664	-126.7080602843269
504.0	-128.4628677368164	-128.28252029418945	-128.51507759094238	-128.3966119486418
508.0	-130.15374565124512	-129.98342514038086	-130.2131004333496	-130.08898571958196
512.0	-131.86409378051758	-131.6807041168213	-131.91764450073242	-131.78498955488072
516.0	-133.57745552062988	-133.37668800354004	-133.6177520751953	-133.4844481582213
520.0	-135.27155303955078	-135.08713912963867	-135.31834602355957	-135.18720577485158
524.0	-136.98003005981445	-136.78863525390625	-137.02215003967285	-136.8931287014055
528.0	-138.6947021484375	-138.5007038116455	-138.74144554138184	-138.60210739190595
532.0	-140.3982696533203	-140.21067237854004	-140.4592399597168	-140.31405805839762
536.0	-142.11006546020508	-141.94080924987793	-142.17833709716797	-142.02892369038514
540.0	-143.8270034790039	-143.63835525512695	-143.8964614868164	-143.74667445027205
544.0	-145.55145454406738	-145.3564453125	-145.61945343017578	-145.46730743929643
548.0	-147.27451515197754	-147.08424949645996	-147.32977104187012	-147.19084586639607
