native	replica_exchange
-1.612749343910665	1.889935948631397
-1.8606895599575393	1.6553929966693441
-1.5421485617562365	-1.5243295053030368
-1.7698110217483438	-1.9836706078314665
-1.600391919174212	1.6595106131774955
-1.3364641333445695	1.6240406948577504
-1.5597578127686311	1.5482812893301803
-1.797566345244489	2.003862733111825
-1.6691804057941229	-1.7423881539391533
-1.8058581795874435	-1.7709524308341562
-1.511207820496341	-1.6341253210538302
-1.708985764471889	-1.8968532916346177
-1.7853404939703954	-1.9130635414126762
-1.6743747812189633	-2.0515047113416296
-1.8521571084079729	-1.6845135685390717
-1.7400018067130707	-1.6889724373077784
-1.4620275343423013	1.5990299977540596
-1.9934816215704727	1.634431560731937
-1.911577283530571	-1.2710416669277567
-1.519390355320632	-1.6502495883760637
-1.915553699468841	-1.7207692547814926
-1.5982158346788042	-1.8544743511524477
-1.4845618377408676	1.4955084304184476
-1.5414150783145795	1.579032582690747
-1.9773889952906183	-1.566622348298703
-1.688652128332983	-1.4816742191541479
-1.9155978698652691	1.1447036732076696
-1.6665375401172908	2.1368710531899877
-1.6907020661680727	1.4352201621054992
-1.873619960776047	1.6603096679600897
-1.7803460380475609	1.668659782282615
-1.3716635604536584	1.9153875580796074
-1.5483126283827793	1.8289984480705785
-1.956277707840847	1.6344158784584937
-1.8760232096409235	-1.6218136607027005
-1.5133514382324091	-1.6454285217405884
-1.946233573893515	-1.6980537711658679
-1.8909200488995255	-1.8460299625537726
-1.7278345670380006	-2.0582625592370833
-1.8234513233227414	-1.3899092446429966
-1.6596967826340714	-1.3607451248545765
-1.7257207273675406	-1.3839304415954723
-1.8387404209771556	-1.7237510601835428
-1.7574496543590281	-1.4029479776328417
-2.021323228508955	-1.6693645789706062
-2.0050835979795263	-1.9523860713997487
-1.8758185187920322	-1.3936135338626945
-1.543943814431965	-1.5447070937236198
-1.5068875462623097	-1.8774688770132397
-2.0322901551828836	-1.7025811684876477
-1.570659919193496	-1.7209460074287786
-1.715975609270171	-1.3577231147757778
-1.903830438602874	-1.6818543838736744
-1.6981955228683334	-1.8128447795973124
-2.12759573369236	1.6252809567088444
-1.8946116590293192	1.7453159060367711
-1.5288200018212155	-1.5381309733454267
-1.8058688733962855	-2.055250691810819
-1.923819709830802	-1.702254038257338
-1.249422714636604	-1.614242656252054
-1.6967720735820357	1.6179211801046485
-1.5766434842058368	1.6407547137131555
-2.0939381424199817	1.7585779707003655
-1.6089790105852049	1.6269636042576177
-1.4024984556907816	1.754093422383203
-1.662801396776969	1.3435715561944743
-1.8295922153037123	1.7604508018040972
-1.7184959105906223	1.8948406368663824
-1.6714104550332087	-1.352432320493857
-1.693414580151003	-2.060020875261271
-2.0118692024372344	-1.6984489261430613
-1.739878461980404	-1.8694036896601054
-2.0469788712050043	1.5485813334053822
-1.7552454675148488	1.9163769990962665
-1.8928256411617348	2.1374548213705853
-1.795444301479984	1.6172499856262323
-2.1045720328867845	1.9538197365041292
-1.932860269092838	1.882165840155916
-1.992005518992539	1.8931055293291257
-1.6045482976687782	1.724720679098935
-1.9744902335990915	2.159465415480784
-1.8802161052474888	1.5609854427167322
-2.089376589600109	1.8243580230871754
-1.796202559915798	1.6195868138278309
-2.092973382147601	1.6529536138419143
-1.3938504290927045	1.5399560849259548
-1.4255187901440785	-1.4884927645362989
-1.9688684140776889	-1.7661120914631159
-1.761391740912799	-1.695917504053528
-1.559163843150161	-2.0304719370058515
-1.799576578212148	1.6098706144439368
-1.8191560639700857	1.8690999015202157
-1.837718165298324	-1.7838678908976142
-1.8371832666876768	-1.6120244832115762
-1.6442466378772016	-1.788047784008371
-1.746736027202868	-2.0343778963569115
-1.8137068707367925	-1.9630564953674894
-1.7865808569836255	-1.5571114991700337
-1.71545275219566	-1.8796706349266832
-1.439367158892066	-1.7886366604083672
-1.8062767201530177	-1.7903387997390432
-1.6519206299747884	-1.7093931534888365
-1.8836272575606483	-1.9354804898178242
-2.1414467366675245	-1.6181238813606091
-1.5649649094685578	-1.5043315383865563
-1.7123480030812532	-1.8794414159358668
-1.8313584621792376	-1.6747438701735802
-1.7131058799003365	-1.8303619425865019
-1.774786428995471	-1.7985101264560792
-1.6135922706083345	-1.5554966178313232
-1.9453378643980257	-1.9071038428167078
-1.963438229525511	-2.0089992519078526
-1.6580443980722994	-1.9288701791111114
