s2	iter1	iter2	iter3	iter4	iter5	iter6	iter7	iter8	iter9	iter10	iter11	iter12	iter13	iter14	iter15	iter16	iter17	iter18	iter19	iter20
29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.4910637114414165	-15.690664546601875	-24.616268526315743	-34.074767697165974	-41.737092192331865	-49.225812708932054	-58.37366842137321	-65.78281882181733	-76.47992431687247	-78.59914312847988	-78.488881257269	-78.4724816901334	-78.41218318252024
30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.588911712456884	-17.772875914450417	-26.703707930928708	-36.15866148919217	-43.819142298455844	-51.31366559565686	-60.46381463579947	-67.87223764069005	-78.57243667706372	-80.69153425839532	-80.58053310993236	-80.56567032086612	-80.50607095560977
31.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2296264847046454	-10.707599877897257	-19.85300530971876	-28.787528738485094	-38.238014426996045	-45.89384240353507	-53.39378016922424	-62.54532161650001	-69.95376148323646	-80.65721109352369	-82.77520481586201	-82.66554392194683	-82.65063853982018	-82.592731192357
32.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.182270869532465	-12.791465031709851	-21.942498452039125	-30.86886303585362	-40.31203409264037	-47.96605101435368	-55.47059591504765	-64.62186365904493	-72.02900098211194	-82.73394629873603	-84.8531709435819	-84.74419137848183	-84.72983336406352	-84.67308838485258
33.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.880397017856785	-14.881237140378207	-24.023593566227586	-32.94629660563723	-42.383190546328734	-50.03573579740265	-57.54192823115532	-66.69433704058952	-74.10038154385394	-84.80579183664425	-86.92685719733079	-86.8182698616959	-86.80411721937728	-86.74931023860904
34.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.032023524101739	-16.956307466302334	-26.098454323562763	-35.016443416491995	-44.450442544914594	-52.10167926507336	-59.60884160120785	-68.76208068338717	-76.16742527721155	-86.87357531610387	-88.9969637933267	-88.8880112018228	-88.87409631836078	-88.82079989726721
35.0	0.0	0.0	0.0	0.0	0.0	-0.7504305995354984	-10.156101854453606	-19.024075736754305	-28.158618563882783	-37.08534296727513	-46.51839281553287	-54.163990886856055	-61.67170632715594	-70.82447748680879	-78.23130175421853	-88.94003402034305	-91.06282871038252	-90.95381605781125	-90.9392936729067	-90.8876003487486
36.0	0.0	0.0	0.0	0.0	0.0	-2.013715723353478	-12.227289581071725	-21.07879593228654	-30.221175619065114	-39.15411334542231	-48.588053654819355	-56.22643432530308	-63.73229327122599	-72.88489341571534	-80.29167082111097	-91.0022726296994	-93.12635689675348	-93.01738853247663	-93.00110927396408	-92.94851289364202
37.0	0.0	0.0	0.0	0.0	0.0	-4.032350859095768	-14.296311202331978	-23.137891445512924	-32.28320812233201	-41.22479666218555	-50.65943063992601	-58.2898407162201	-65.79365322244453	-74.9448730366509	-82.35071560972244	-93.06100755074269	-95.18613197936008	-95.07732804344397	-95.06050943999318	-95.00508916008188
38.0	0.0	0.0	0.0	0.0	0.0	-5.974779265430091	-16.35907686494111	-25.20062016961025	-34.347444886147436	-43.2919165881216	-52.729355676613146	-60.35360037619251	-67.85703488112429	-77.00528627258441	-84.40931605570447	-95.11716010419956	-97.24233584584452	-97.13412489187729	-97.11714983727458	-97.05876415270134
39.0	0.0	0.0	0.0	0.0	-0.6343283681127598	-8.084189013233978	-18.41052710053891	-27.258650712780852	-36.408682011779284	-45.353931326348565	-54.793802633528905	-62.41416560407632	-69.91928993649177	-79.06429038731486	-86.4672468289324	-97.1724730140606	-99.29637895582078	-99.18759856846287	-99.17159783160571	-99.11255649893657
40.0	0.0	0.0	0.0	0.0	-1.9092609353842704	-10.12169809488505	-20.463251651237176	-29.31420532707274	-38.465075538757915	-47.41413248770008	-56.85257435330409	-64.47120935489748	-71.9775604122008	-81.12021092413573	-88.52224390207243	-99.22600447048228	-101.34792525798903	-101.23941618294096	-101.22302348182994	-101.16523514236961
41.0	0.0	0.0	0.0	0.0	-3.8315747247423935	-12.16880195516704	-22.511911952350502	-31.36828781234657	-40.515324397319745	-49.469636799260925	-58.904979234141635	-66.52280313267232	-74.02852720089857	-83.17056914567506	-90.57253890502703	-101.27601933899156	-103.39864283931807	-103.28892446494764	-103.27269807966763	-103.21474957456302
42.0	0.0	0.0	0.0	0.0	-5.79889421693946	-14.221721276193996	-24.564004943710415	-33.420031214697964	-42.56320424928529	-51.520952401911494	-60.95089736754953	-68.56799503751365	-76.07452552995528	-85.21453903681042	-92.61701936021028	-103.32179374734311	-105.4455507766943	-105.33513098256789	-105.31813964955845	-105.25933447122493
43.0	0.0	0.0	0.0	-0.7675283643313486	-7.813885637973179	-16.276836512769627	-26.61566865643017	-35.46998026056359	-44.61130523223528	-53.56420815224101	-62.99030403110693	-70.60726122591085	-78.11409020872912	-87.25292450397637	-94.65673466879034	-105.36234048712406	-107.48804248839669	-107.37588184423255	-107.35821687796539	-107.29814865563341
44.0	0.0	0.0	0.0	-2.3373717647687933	-9.86357033477762	-18.332281273689304	-28.664457342822818	-37.51572960846135	-46.65535815006849	-55.602420737677015	-65.02345033891862	-72.64117820280364	-80.14962680870684	-89.28593935152729	-96.69047465369773	-107.39593056897348	-109.52330131189562	-109.4100901015857	-109.3915403189694	-109.33061182136755
45.0	0.0	0.0	0.0	-4.582235651426442	-11.912480747384876	-20.38079266963009	-30.708284369160655	-39.55627702526927	-48.6941324557692	-57.63599336060392	-67.05423903145274	-74.67137093683063	-82.17868304950571	-91.31358050499831	-98.7177576621148	-109.42178145602168	-111.55023321411036	-111.43689644793201	-111.41798624259411	-111.35514835245206
46.0	0.0	0.0	0.0	-6.741943615707154	-13.943726006567651	-22.41517333602782	-32.74602119886769	-41.58911513955215	-50.72176724496247	-59.66408047235209	-69.08041629931687	-76.69657892097855	-84.2007639882937	-93.334444421705	-100.73757926330478	-111.43958995652206	-113.5692875264784	-113.45612308069475	-113.43596672832268	-113.3710439941789
47.0	0.0	0.0	0.0	-8.760479575522586	-15.96738451393552	-24.43432905057773	-34.77129605732468	-43.61021870914024	-52.740598093554105	-61.68207804932701	-71.09972346353659	-78.71325016672787	-86.21419490676281	-95.34659191887847	-102.74885489594165	-113.4488832076073	-115.57898389985998	-115.46588355944503	-115.44320861205699	-115.37759798514838
48.0	0.0	0.0	-0.5605464354390802	-10.770373536942781	-17.975288345809012	-26.43721102516598	-36.780038786023816	-45.6187009531139	-54.74584086951344	-63.68775228887166	-73.10399478868112	-80.71796099442335	-88.2165393746718	-97.34767426110034	-104.74913161001491	-115.4472526238604	-117.5781935734848	-117.46338076598525	-117.43810059495453	-117.372685495051
49.0	0.0	0.0	-1.7883731985844684	-12.750314809763728	-19.97268957335807	-28.42700330702972	-38.77364536808726	-47.61149482485328	-56.73651266508576	-65.67681381876605	-75.09167280500792	-82.7070676785985	-90.20424423069989	-99.33491825275124	-106.7348267542456	-117.43177055127333	-119.5626145404489	-119.44586223779731	-119.41858348793683	-119.35387303697517
50.0	0.0	0.0	-3.684009349715809	-14.724206117058571	-21.94723624832561	-30.40110377910354	-40.75251441206768	-49.588403448748316	-58.709669543093504	-67.64904156289131	-77.06132831079854	-84.67780752271626	-92.17343571052092	-101.30554981514686	-108.70308229535698	-119.39934813623026	-121.52936411820664	-121.4107152887736	-121.38273830549714	-121.31744894307033
51.0	0.0	-0.26091977974987746	-5.6652358410334305	-16.680926449555567	-23.907091562560726	-32.35852050988298	-42.71356199068255	-51.54771623095199	-60.66447822574618	-69.60234607160716	-79.01348776877583	-86.62939033628102	-94.1234449293902	-103.2568097684861	-110.65168288812397	-121.34698772926399	-123.4755680579044	-123.35571842314026	-123.32681744566626	-123.26028316920315
52.0	0.0	-1.4200486197564446	-7.61331642423989	-18.622281622722028	-25.843356696229744	-34.29483145753043	-44.64980015096927	-53.48332159296159	-62.59709588814478	-71.53416063845052	-80.94356504412535	-88.55838642686446	-96.05136939227634	-105.18448871565934	-112.57885890110576	-123.27168812868943	-125.39859706876844	-125.27694146151856	-125.24700304127768	-125.17891044640736
53.0	0.0	-3.260202092265999	-9.528821045569854	-20.535490242070633	-27.751593987867924	-36.20242481804093	-46.5560797032603	-55.38930113738503	-64.50263696500369	-73.43751988390252	-82.84686880983041	-90.4603178150198	-97.95244810515335	-107.08488137440648	-114.47824028811812	-125.1689612659829	-127.29409345775125	-127.17002088072215	-127.13786007813769	-127.06941685329338
54.0	0.0	-5.486304150634217	-11.415705887364473	-22.41155318419363	-29.622995767590183	-38.07483308445152	-48.43015852413686	-57.26214674897834	-66.3749362758643	-75.30793600572947	-84.71690803907487	-92.32802508942551	-99.82020185513338	-108.95184280506722	-116.34441774496894	-127.03284190213182	-129.1545118327667	-129.02855943171642	-128.99436717472253	-128.9250612580131
55.0	0.0	-7.411167490236591	-13.274462997009744	-24.251833168412436	-31.458153209220715	-39.90850940199934	-50.26610437426048	-59.09626115798336	-68.21070378107385	-77.1394180197703	-86.54703903820092	-94.15570034142115	-101.64800993759098	-110.77959161481982	-118.1690879072895	-128.85594083049506	-130.9730679170113	-130.8449548843536	-130.80863212969885	-130.73770239090277
56.0	-0.7221509728898218	-9.241796889245304	-15.080319579754281	-26.05475921267082	-33.252692353992295	-41.701076170264784	-52.059034237880645	-60.88786173771873	-70.00073959371433	-78.92783416580471	-88.33086396216666	-95.93636641339441	-103.42705709354139	-112.55692886377204	-119.94428024459815	-130.6280994092678	-132.73952791060725	-132.60886090218983	-132.5709166767658	-132.49681536540493
57.0	-2.05682494753276	-10.995963086719971	-16.835273354473223	-27.81142514097526	-34.99959950917885	-43.44527825412554	-53.800018724311464	-62.62602543761658	-71.73612210952906	-80.65756601387366	-90.05646048726506	-97.65826304619281	-105.14374587689205	-114.27243990158159	-121.65574567129443	-132.33562998296895	-134.44233497212747	-134.3074929603658	-134.26745624460082	-134.19119031704216
58.0	-4.0176790854608235	-12.692478094800931	-18.524186245973194	-29.505522862338967	-36.68144932814976	-45.125776945283434	-55.47552322310307	-64.29503472124516	-73.39720697472139	-82.3136415891145	-91.70673784630395	-99.30322943218064	-106.78339210559919	-115.90741266517635	-123.2869568178288	-133.96178106632334	-136.06511349878025	-135.92643587478108	-135.88466195000527	-135.8065287305527
59.0	-5.689276853542464	-14.304879650555284	-20.12952842277582	-31.10496812371246	-38.27709345695035	-46.71439613207134	-57.058075113179605	-65.8680407019827	-74.96117777747594	-83.87153525028474	-93.25926261549502	-100.85108684778946	-108.32587700245803	-117.44497807016987	-124.81940501974647	-135.49217429806828	-137.59310127583888	-137.45157808198297	-137.41000815583587	-137.32966765509033
60.0	-7.171788982873413	-15.79896346455284	-21.61778309406256	-32.58676590724747	-39.74788572799982	-48.17858446746492	-58.51263060811193	-67.31246345871355	-76.39936374596752	-85.30805491129888	-94.68948439758778	-102.27908210820657	-109.75054080001584	-118.86552485570728	-126.23903269653916	-136.91165345951023	-139.01231477120677	-138.87075216868945	-138.83213381903448	-138.75051659839352
61.0	-8.396142951788699	-17.13783926837158	-22.93953570460208	-33.900266369881194	-41.05017632924507	-49.47419535558288	-59.80711849924372	-68.60201477465023	-77.68700153954707	-86.59737420312099	-95.97899444300498	-103.56907969635118	-111.0410058668973	-120.15924469537985	-127.53466279178284	-138.21192703772374	-140.31558434627948	-140.17778223621445	-140.14487885314657	-140.0649657439586
62.0	-9.461522264974425	-18.23385405914826	-24.03713153688949	-34.99663609048367	-42.144881307048045	-50.57651079913359	-60.91764057325316	-69.7220057742879	-78.8143824303897	-87.73339524474257	-97.12352515306851	-104.72136576949214	-112.19938758329376	-121.32794231048781	-128.7114188906691	-139.39524474090064	-141.50702238593303	-141.37707978813393	-141.35213385353683	-141.27911980194423
63.0	-10.180045984396775	-19.033030578911177	-24.876228885145483	-35.867008116662774	-43.042866281089694	-51.49840190858471	-61.864489952783735	-70.69274938048319	-79.8049768209023	-88.74068761743379	-98.14918581406403	-105.76178878990585	-113.25456441762186	-122.39711198417643	-129.7928510333969	-140.48886974197492	-142.6117781427371	-142.49332915354924	-142.47701016478874	-142.41397387834633
64.0	-10.70579855922611	-19.655628645678068	-25.574679292310066	-36.616956993513796	-43.839771473799	-52.33177917214235	-62.72662984716901	-71.58942196410456	-80.73056206062518	-89.688437461559	-99.11905609805943	-106.7528902132603	-114.26280601059638	-123.42003603431444	-130.8319284387419	-141.54150304181488	-143.6770136964333	-143.57138224371232	-143.56447171189743	-143.51286944897493
