x_T	iter1	iter2	iter3	iter4	iter5	iter6	iter7	iter8	iter9	iter10
-0.7499999992270672	-11.554527954824742	-21.711571865083275	-31.35115897383242	-41.43342012994682	-50.98571766877478	-60.78789205961042	-70.7367830956004	-80.49813088097541	-90.3872152032008	-100.26517979850584
-0.6499999993301246	-11.619912656872575	-21.746063645486036	-31.420829618393892	-41.496420027529645	-51.06694916274436	-60.903441846456204	-70.77363111359082	-80.5564752936046	-90.47129835580448	-100.31237844821199
-0.5499999994331821	-11.657700905690213	-21.804213065133702	-31.418617564302423	-41.520423046717106	-51.151182818583266	-61.01509759599957	-70.85718835367038	-80.62857206557317	-90.57913402549522	-100.42340221837138
-0.4499999995362396	-11.703256526537889	-21.90060701060088	-31.516679121802657	-41.56901762107114	-51.18795153583002	-61.023695436279624	-70.91247535994347	-80.67462973636296	-90.6011988483424	-100.36295001056328
-0.34999999963929707	-11.74045139959981	-21.896058611686662	-31.514394221624634	-41.622005591637716	-51.18700888479168	-61.10676340979168	-70.94709814732255	-80.72366100628501	-90.61183185470925	-100.40656424740834
-0.24999999974235454	-11.776535107478617	-21.889391777907115	-31.556207178899207	-41.6468379785085	-51.2303268571163	-61.17265043343763	-70.96072713446243	-80.79083721719378	-90.65547998590634	-100.47612926013346
-0.1499999998454129	-11.799967332534585	-21.963701524336425	-31.56419030030888	-41.67688473842034	-51.228684888528775	-61.19847503031897	-70.95485371781689	-80.78226983340173	-90.64159649015208	-100.51483099951719
-0.04999999994847126	-11.803174240619324	-22.00078557318671	-31.558396809026334	-41.670157900209944	-51.286363300315614	-61.2500989331971	-71.01604707171117	-80.74583578474423	-90.56452768557564	-100.48374093857325
0.04999999994847126	-11.796102404533217	-22.010671122949358	-31.568564964414712	-41.63616767180281	-51.294266064077405	-61.23543468358122	-71.04790283773018	-80.78551288588828	-90.5976523989651	-100.43521380138506
0.1499999998454138	-11.813881546652548	-22.01357722135989	-31.4789473335126	-41.635409047321616	-51.28761074259725	-61.197974599072815	-71.0178087666117	-80.758012391231	-90.59983728337502	-100.45345158541542
0.24999999974235632	-11.786450294912019	-21.96567384888153	-31.509338651188195	-41.633366369168414	-51.293443885528866	-61.24171358083689	-70.9980922683348	-80.7258564481052	-90.60653586131532	-100.44029813135988
0.34999999963929884	-11.750776331556663	-21.928176592458573	-31.45544225535618	-41.56390938857884	-51.30157845642003	-61.20801166624473	-70.96346313995346	-80.70130924594683	-90.58122106195425	-100.38389330925156
0.44999999953624137	-11.722845975954964	-21.906915454452566	-31.439918867775773	-41.53311727553771	-51.224401216797965	-61.11637271337285	-70.94755835415357	-80.65794647672386	-90.50221466960002	-100.3668054565062
0.5499999994331839	-11.694655179993722	-21.835228635966764	-31.341516824811762	-41.462491963805945	-51.148942283459625	-61.10710739728645	-70.92061553620306	-80.62112974421436	-90.421199337552	-100.30468824358144
0.6499999993301255	-11.610288082536993	-21.815212672757237	-31.340728681494124	-41.3591953423539	-51.14344880696633	-61.041521726800966	-70.86963897231232	-80.59549395754063	-90.32188627225437	-100.23991755023134
0.7499999992270672	-11.55053911826351	-21.73055931877275	-31.258334721350064	-41.28673538558499	-51.03910930845136	-60.98369081852245	-70.82327964520834	-80.55911748118238	-90.2721101662354	-100.19427225903632
0.8499999991240097	-11.483651122266233	-21.667758367253633	-31.102041970714588	-41.158422269353856	-50.97558911542346	-60.928628446788835	-70.75339741461356	-80.45311502954986	-90.1887163330883	-100.11279051923282
0.9499999990209522	-11.377185921889247	-21.586612863147987	-31.107521411362654	-41.05344565409604	-50.91428663191069	-60.87122016015245	-70.58118364138663	-80.31625254229779	-90.14221089232468	-100.01971374788882
1.0499999989178948	-11.3039559852119	-21.486891805272705	-30.94760171481669	-40.93942060614278	-50.803231341526015	-60.7463241486545	-70.50067343818691	-80.21855404293755	-90.01901169515413	-99.89209158526884
1.1499999988148373	-11.207133731346065	-21.383963530729147	-30.844673440273134	-40.794280928422815	-50.679146156830846	-60.628132749438194	-70.3708058014648	-80.09103135512991	-89.92773787397569	-99.82696636959143
